北京,22,0
天津,3,0
辽宁,4,0
吉林,3,0
黑龙江,3,0
上海,9,0
江苏,6,0
浙江,1,0
安徽,1,0
福建,1,0
山东,4,0
湖北,2,0
湖南,2,0
广东,2,0
重庆,1,0
四川,2,0
陕西,3,0
甘肃,1,0
河北,2,0
